date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
04:21:50	5492/5492	---MCZ	200	added ('OK')	text/html	date:Wed,%2029%20Apr%202020%2008:21:49%20GMT	https://www.whonix.org/pipermail/whonix-devel/2019-October/date.html	/home/user/My%20Web%20Sites/whonix-mailinglist/www.whonix.org/pipermail/whonix-devel/2019-October/date.html	(from https://www.whonix.org/pipermail/whonix-devel/)
04:21:50	7404/7404	---M--	200	added ('OK')	application/octet-stream	etag:%225dbb97f5-1cec%22	https://www.whonix.org/pipermail/whonix-devel/2019-October.txt.gz	/home/user/My%20Web%20Sites/whonix-mailinglist/www.whonix.org/pipermail/whonix-devel/2019-October.txt.gz	(from https://www.whonix.org/pipermail/whonix-devel/)
04:21:52	9070/9070	---MCZ	200	added ('OK')	text/html	date:Wed,%2029%20Apr%202020%2008:21:51%20GMT	https://www.whonix.org/pipermail/whonix-devel/2019-September/thread.html	/home/user/My%20Web%20Sites/whonix-mailinglist/www.whonix.org/pipermail/whonix-devel/2019-September/thread.html	(from https://www.whonix.org/pipermail/whonix-devel/)
04:21:53	8981/8981	---MCZ	200	added ('OK')	text/html	date:Wed,%2029%20Apr%202020%2008:21:52%20GMT	https://www.whonix.org/pipermail/whonix-devel/2019-September/subject.html	/home/user/My%20Web%20Sites/whonix-mailinglist/www.whonix.org/pipermail/whonix-devel/2019-September/subject.html	(from https://www.whonix.org/pipermail/whonix-devel/)
04:21:54	8982/8982	---MCZ	200	added ('OK')	text/html	date:Wed,%2029%20Apr%202020%2008:21:53%20GMT	https://www.whonix.org/pipermail/whonix-devel/2019-September/author.html	/home/user/My%20Web%20Sites/whonix-mailinglist/www.whonix.org/pipermail/whonix-devel/2019-September/author.html	(from https://www.whonix.org/pipermail/whonix-devel/)
04:21:55	8984/8984	---MCZ	200	added ('OK')	text/html	date:Wed,%2029%20Apr%202020%2008:21:54%20GMT	https://www.whonix.org/pipermail/whonix-devel/2019-September/date.html	/home/user/My%20Web%20Sites/whonix-mailinglist/www.whonix.org/pipermail/whonix-devel/2019-September/date.html	(from https://www.whonix.org/pipermail/whonix-devel/)
04:21:55	17475/17475	---M--	200	added ('OK')	application/octet-stream	etag:%225d900865-4443%22	https://www.whonix.org/pipermail/whonix-devel/2019-September.txt.gz	/home/user/My%20Web%20Sites/whonix-mailinglist/www.whonix.org/pipermail/whonix-devel/2019-September.txt.gz	(from https://www.whonix.org/pipermail/whonix-devel/)
04:21:57	7269/7269	---MCZ	200	added ('OK')	text/html	date:Wed,%2029%20Apr%202020%2008:21:56%20GMT	https://www.whonix.org/pipermail/whonix-devel/2019-August/thread.html	/home/user/My%20Web%20Sites/whonix-mailinglist/www.whonix.org/pipermail/whonix-devel/2019-August/thread.html	(from https://www.whonix.org/pipermail/whonix-devel/)
04:21:58	7169/7169	---MCZ	200	added ('OK')	text/html	date:Wed,%2029%20Apr%202020%2008:21:57%20GMT	https://www.whonix.org/pipermail/whonix-devel/2019-August/subject.html	/home/user/My%20Web%20Sites/whonix-mailinglist/www.whonix.org/pipermail/whonix-devel/2019-August/subject.html	(from https://www.whonix.org/pipermail/whonix-devel/)
04:21:59	7170/7170	---MCZ	200	added ('OK')	text/html	date:Wed,%2029%20Apr%202020%2008:21:58%20GMT	https://www.whonix.org/pipermail/whonix-devel/2019-August/author.html	/home/user/My%20Web%20Sites/whonix-mailinglist/www.whonix.org/pipermail/whonix-devel/2019-August/author.html	(from https://www.whonix.org/pipermail/whonix-devel/)
04:22:00	7172/7172	---MCZ	200	added ('OK')	text/html	date:Wed,%2029%20Apr%202020%2008:21:59%20GMT	https://www.whonix.org/pipermail/whonix-devel/2019-August/date.html	/home/user/My%20Web%20Sites/whonix-mailinglist/www.whonix.org/pipermail/whonix-devel/2019-August/date.html	(from https://www.whonix.org/pipermail/whonix-devel/)
04:22:00	17685/17685	---M--	200	added ('OK')	application/octet-stream	etag:%225d633565-4515%22	https://www.whonix.org/pipermail/whonix-devel/2019-August.txt.gz	/home/user/My%20Web%20Sites/whonix-mailinglist/www.whonix.org/pipermail/whonix-devel/2019-August.txt.gz	(from https://www.whonix.org/pipermail/whonix-devel/)
04:22:02	4850/4850	---MCZ	200	added ('OK')	text/html	date:Wed,%2029%20Apr%202020%2008:22:01%20GMT	https://www.whonix.org/pipermail/whonix-devel/2019-July/thread.html	/home/user/My%20Web%20Sites/whonix-mailinglist/www.whonix.org/pipermail/whonix-devel/2019-July/thread.html	(from https://www.whonix.org/pipermail/whonix-devel/)
04:22:03	4838/4838	---MCZ	200	added ('OK')	text/html	date:Wed,%2029%20Apr%202020%2008:22:02%20GMT	https://www.whonix.org/pipermail/whonix-devel/2019-July/subject.html	/home/user/My%20Web%20Sites/whonix-mailinglist/www.whonix.org/pipermail/whonix-devel/2019-July/subject.html	(from https://www.whonix.org/pipermail/whonix-devel/)
04:22:04	4839/4839	---MCZ	200	added ('OK')	text/html	date:Wed,%2029%20Apr%202020%2008:22:03%20GMT	https://www.whonix.org/pipermail/whonix-devel/2019-July/author.html	/home/user/My%20Web%20Sites/whonix-mailinglist/www.whonix.org/pipermail/whonix-devel/2019-July/author.html	(from https://www.whonix.org/pipermail/whonix-devel/)
04:22:05	4841/4841	---MCZ	200	added ('OK')	text/html	date:Wed,%2029%20Apr%202020%2008:22:04%20GMT	https://www.whonix.org/pipermail/whonix-devel/2019-July/date.html	/home/user/My%20Web%20Sites/whonix-mailinglist/www.whonix.org/pipermail/whonix-devel/2019-July/date.html	(from https://www.whonix.org/pipermail/whonix-devel/)
04:22:05	4131/4131	---M--	200	added ('OK')	application/octet-stream	etag:%225d366265-1023%22	https://www.whonix.org/pipermail/whonix-devel/2019-July.txt.gz	/home/user/My%20Web%20Sites/whonix-mailinglist/www.whonix.org/pipermail/whonix-devel/2019-July.txt.gz	(from https://www.whonix.org/pipermail/whonix-devel/)
04:22:07	4234/4234	---MCZ	200	added ('OK')	text/html	date:Wed,%2029%20Apr%202020%2008:22:06%20GMT	https://www.whonix.org/pipermail/whonix-devel/2019-June/thread.html	/home/user/My%20Web%20Sites/whonix-mailinglist/www.whonix.org/pipermail/whonix-devel/2019-June/thread.html	(from https://www.whonix.org/pipermail/whonix-devel/)
04:22:08	4211/4211	---MCZ	200	added ('OK')	text/html	date:Wed,%2029%20Apr%202020%2008:22:07%20GMT	https://www.whonix.org/pipermail/whonix-devel/2019-June/subject.html	/home/user/My%20Web%20Sites/whonix-mailinglist/www.whonix.org/pipermail/whonix-devel/2019-June/subject.html	(from https://www.whonix.org/pipermail/whonix-devel/)
04:22:09	4212/4212	---MCZ	200	added ('OK')	text/html	date:Wed,%2029%20Apr%202020%2008:22:08%20GMT	https://www.whonix.org/pipermail/whonix-devel/2019-June/author.html	/home/user/My%20Web%20Sites/whonix-mailinglist/www.whonix.org/pipermail/whonix-devel/2019-June/author.html	(from https://www.whonix.org/pipermail/whonix-devel/)
04:22:10	4214/4214	---MCZ	200	added ('OK')	text/html	date:Wed,%2029%20Apr%202020%2008:22:09%20GMT	https://www.whonix.org/pipermail/whonix-devel/2019-June/date.html	/home/user/My%20Web%20Sites/whonix-mailinglist/www.whonix.org/pipermail/whonix-devel/2019-June/date.html	(from https://www.whonix.org/pipermail/whonix-devel/)
04:22:10	2893/2893	---M--	200	added ('OK')	application/octet-stream	etag:%225d16be65-b4d%22	https://www.whonix.org/pipermail/whonix-devel/2019-June.txt.gz	/home/user/My%20Web%20Sites/whonix-mailinglist/www.whonix.org/pipermail/whonix-devel/2019-June.txt.gz	(from https://www.whonix.org/pipermail/whonix-devel/)
04:22:12	5551/5551	---MCZ	200	added ('OK')	text/html	date:Wed,%2029%20Apr%202020%2008:22:11%20GMT	https://www.whonix.org/pipermail/whonix-devel/2019-May/thread.html	/home/user/My%20Web%20Sites/whonix-mailinglist/www.whonix.org/pipermail/whonix-devel/2019-May/thread.html	(from https://www.whonix.org/pipermail/whonix-devel/)
04:22:13	5473/5473	---MCZ	200	added ('OK')	text/html	date:Wed,%2029%20Apr%202020%2008:22:12%20GMT	https://www.whonix.org/pipermail/whonix-devel/2019-May/subject.html	/home/user/My%20Web%20Sites/whonix-mailinglist/www.whonix.org/pipermail/whonix-devel/2019-May/subject.html	(from https://www.whonix.org/pipermail/whonix-devel/)
04:22:14	5474/5474	---MCZ	200	added ('OK')	text/html	date:Wed,%2029%20Apr%202020%2008:22:13%20GMT	https://www.whonix.org/pipermail/whonix-devel/2019-May/author.html	/home/user/My%20Web%20Sites/whonix-mailinglist/www.whonix.org/pipermail/whonix-devel/2019-May/author.html	(from https://www.whonix.org/pipermail/whonix-devel/)
04:22:15	5476/5476	---MCZ	200	added ('OK')	text/html	date:Wed,%2029%20Apr%202020%2008:22:14%20GMT	https://www.whonix.org/pipermail/whonix-devel/2019-May/date.html	/home/user/My%20Web%20Sites/whonix-mailinglist/www.whonix.org/pipermail/whonix-devel/2019-May/date.html	(from https://www.whonix.org/pipermail/whonix-devel/)
04:22:15	5904/5904	---M--	200	added ('OK')	application/octet-stream	etag:%225ce9eb65-1710%22	https://www.whonix.org/pipermail/whonix-devel/2019-May.txt.gz	/home/user/My%20Web%20Sites/whonix-mailinglist/www.whonix.org/pipermail/whonix-devel/2019-May.txt.gz	(from https://www.whonix.org/pipermail/whonix-devel/)
04:22:17	7593/7593	---MCZ	200	added ('OK')	text/html	date:Wed,%2029%20Apr%202020%2008:22:16%20GMT	https://www.whonix.org/pipermail/whonix-devel/2019-April/thread.html	/home/user/My%20Web%20Sites/whonix-mailinglist/www.whonix.org/pipermail/whonix-devel/2019-April/thread.html	(from https://www.whonix.org/pipermail/whonix-devel/)
04:22:18	7493/7493	---MCZ	200	added ('OK')	text/html	date:Wed,%2029%20Apr%202020%2008:22:17%20GMT	https://www.whonix.org/pipermail/whonix-devel/2019-April/subject.html	/home/user/My%20Web%20Sites/whonix-mailinglist/www.whonix.org/pipermail/whonix-devel/2019-April/subject.html	(from https://www.whonix.org/pipermail/whonix-devel/)
04:22:19	7494/7494	---MCZ	200	added ('OK')	text/html	date:Wed,%2029%20Apr%202020%2008:22:18%20GMT	https://www.whonix.org/pipermail/whonix-devel/2019-April/author.html	/home/user/My%20Web%20Sites/whonix-mailinglist/www.whonix.org/pipermail/whonix-devel/2019-April/author.html	(from https://www.whonix.org/pipermail/whonix-devel/)
04:22:20	7496/7496	---MCZ	200	added ('OK')	text/html	date:Wed,%2029%20Apr%202020%2008:22:19%20GMT	https://www.whonix.org/pipermail/whonix-devel/2019-April/date.html	/home/user/My%20Web%20Sites/whonix-mailinglist/www.whonix.org/pipermail/whonix-devel/2019-April/date.html	(from https://www.whonix.org/pipermail/whonix-devel/)
04:22:20	11604/11604	---M--	200	added ('OK')	application/octet-stream	etag:%225cc8f5e5-2d54%22	https://www.whonix.org/pipermail/whonix-devel/2019-April.txt.gz	/home/user/My%20Web%20Sites/whonix-mailinglist/www.whonix.org/pipermail/whonix-devel/2019-April.txt.gz	(from https://www.whonix.org/pipermail/whonix-devel/)
04:22:22	6987/6987	---MCZ	200	added ('OK')	text/html	date:Wed,%2029%20Apr%202020%2008:22:21%20GMT	https://www.whonix.org/pipermail/whonix-devel/2019-March/thread.html	/home/user/My%20Web%20Sites/whonix-mailinglist/www.whonix.org/pipermail/whonix-devel/2019-March/thread.html	(from https://www.whonix.org/pipermail/whonix-devel/)
04:22:23	6898/6898	---MCZ	200	added ('OK')	text/html	date:Wed,%2029%20Apr%202020%2008:22:22%20GMT	https://www.whonix.org/pipermail/whonix-devel/2019-March/subject.html	/home/user/My%20Web%20Sites/whonix-mailinglist/www.whonix.org/pipermail/whonix-devel/2019-March/subject.html	(from https://www.whonix.org/pipermail/whonix-devel/)
04:22:24	6899/6899	---MCZ	200	added ('OK')	text/html	date:Wed,%2029%20Apr%202020%2008:22:23%20GMT	https://www.whonix.org/pipermail/whonix-devel/2019-March/author.html	/home/user/My%20Web%20Sites/whonix-mailinglist/www.whonix.org/pipermail/whonix-devel/2019-March/author.html	(from https://www.whonix.org/pipermail/whonix-devel/)
04:22:25	6901/6901	---MCZ	200	added ('OK')	text/html	date:Wed,%2029%20Apr%202020%2008:22:24%20GMT	https://www.whonix.org/pipermail/whonix-devel/2019-March/date.html	/home/user/My%20Web%20Sites/whonix-mailinglist/www.whonix.org/pipermail/whonix-devel/2019-March/date.html	(from https://www.whonix.org/pipermail/whonix-devel/)
04:22:25	12783/12783	---M--	200	added ('OK')	application/octet-stream	etag:%225ca168e5-31ef%22	https://www.whonix.org/pipermail/whonix-devel/2019-March.txt.gz	/home/user/My%20Web%20Sites/whonix-mailinglist/www.whonix.org/pipermail/whonix-devel/2019-March.txt.gz	(from https://www.whonix.org/pipermail/whonix-devel/)
04:22:27	9335/9335	---MCZ	200	added ('OK')	text/html	date:Wed,%2029%20Apr%202020%2008:22:26%20GMT	https://www.whonix.org/pipermail/whonix-devel/2019-February/thread.html	/home/user/My%20Web%20Sites/whonix-mailinglist/www.whonix.org/pipermail/whonix-devel/2019-February/thread.html	(from https://www.whonix.org/pipermail/whonix-devel/)
04:22:28	9180/9180	---MCZ	200	added ('OK')	text/html	date:Wed,%2029%20Apr%202020%2008:22:27%20GMT	https://www.whonix.org/pipermail/whonix-devel/2019-February/subject.html	/home/user/My%20Web%20Sites/whonix-mailinglist/www.whonix.org/pipermail/whonix-devel/2019-February/subject.html	(from https://www.whonix.org/pipermail/whonix-devel/)
04:22:29	9181/9181	---MCZ	200	added ('OK')	text/html	date:Wed,%2029%20Apr%202020%2008:22:28%20GMT	https://www.whonix.org/pipermail/whonix-devel/2019-February/author.html	/home/user/My%20Web%20Sites/whonix-mailinglist/www.whonix.org/pipermail/whonix-devel/2019-February/author.html	(from https://www.whonix.org/pipermail/whonix-devel/)
